measure,channel,outcome,family,battery,horizon,beta,beta_std,se,tstat,pvalue,ci_low,ci_high,ci_low_supt,ci_high_supt,supt_c,nobs,converged
LEVEL,act,vix,asset_price,a,0,-0.0635394464436577,-0.031184770825251503,1.167104696371222,-0.05444194221925027,0.9565830633263226,-1.9832558393019588,1.8561769464146436,-3.2252158812063,3.0981369883189847,2.7089912709570703,309,True
LEVEL,act,vix,asset_price,a,1,-1.113337884791085,-0.5464194092258386,0.9108065469047647,-1.2223648244235747,0.22156969510766544,-2.6114813369185335,0.3848055673363633,-3.5807048698866444,1.354029100304474,2.7089912709570703,308,True
LEVEL,act,vix,asset_price,a,2,-0.9691536869516265,-0.47565468875832106,0.9586400424462957,-1.0109672494782314,0.312032105050812,-2.545976237710329,0.6076688638070763,-3.566101193928557,1.6277938200253037,2.7089912709570703,307,True
LEVEL,act,vix,asset_price,a,3,-1.0899277037108397,-0.5349298358532969,1.0047849619601112,-1.0847372771031862,0.2780380326864983,-2.742651892697226,0.5627964852755463,-3.811881394849713,1.6320259874280336,2.7089912709570703,306,True
LEVEL,act,vix,asset_price,a,4,-1.0241725609892534,-0.5026576148767943,1.0671536069223968,-0.9597236558501657,0.3371943142649497,-2.779484041849903,0.7311389198713967,-3.9150823669123787,1.866737244933872,2.7089912709570703,305,True
LEVEL,act,vix,asset_price,a,5,-0.45977230857213736,-0.2256534306973032,1.432879692007906,-0.32087293241476167,0.7483066869879909,-2.81664966695645,1.8971050498121755,-4.34143088655321,3.421886269408936,2.7089912709570703,304,True
LEVEL,act,vix,asset_price,a,6,-0.19295741347850826,-0.09470231572911675,1.1223879749305017,-0.1719168574400097,0.8635028935783199,-2.039121344889662,1.6532065179326456,-3.23349664019242,2.847581813235404,2.7089912709570703,303,True
LEVEL,act,vix,asset_price,a,7,-1.1748079310300135,-0.5765885311157876,1.0977034805419428,-1.0702416015388816,0.28451057311494865,-2.980369482316683,0.6307536202566559,-4.148477077917331,1.7988612158573036,2.7089912709570703,302,True
LEVEL,act,vix,asset_price,a,8,-0.9212864847100554,-0.4521617593184493,1.0082507925336133,-0.9137473449388251,0.3608496200764054,-2.5797114576856655,0.7371384882655548,-3.6526290806191617,1.8100561111990507,2.7089912709570703,301,True
LEVEL,act,vix,asset_price,a,9,-0.1789044685054193,-0.08780521647921617,1.3467113634610304,-0.1328454436187701,0.894315614027759,-2.3940475391510576,2.0362386021402186,-3.8271337966200454,3.4693248596092063,2.7089912709570703,300,True
LEVEL,act,vix,asset_price,a,10,-0.6627973228689266,-0.3252968631948293,1.431368571440282,-0.4630514712237966,0.6433274736134027,-3.017189109106822,1.6915944633689688,-4.540362288422942,3.214767642685089,2.7089912709570703,299,True
LEVEL,act,vix,asset_price,a,11,2.2458516172786602,1.102250206955435,1.6295033487151576,1.378243020518789,0.168128268867611,-0.4344428759850363,4.926146110542357,-2.1684587303860168,6.660161964943337,2.7089912709570703,298,True
LEVEL,act,vix,asset_price,a,12,0.19939468738387386,0.0978616903021421,1.2684074209648697,0.15720082056299825,0.8750865816264716,-1.8869498594423548,2.2857392342101024,-3.2367099440271283,3.6354993187948756,2.7089912709570703,297,True
LEVEL,act,vix,asset_price,a,13,-0.043286663487892785,-0.02124482909772752,1.257566996777229,-0.034420960154666634,0.9725414695875213,-2.1118002992713882,2.0252269722956027,-3.450024680401104,3.3634513534253183,2.7089912709570703,296,True
LEVEL,act,vix,asset_price,a,14,-1.1066677204896225,-0.5431457334739994,1.4452370492086448,-0.7657343970635062,0.44383435588316567,-3.4838711226851053,1.2705356817058604,-5.021802271259595,2.80846683028035,2.7089912709570703,295,True
LEVEL,act,vix,asset_price,a,15,-0.37518356297218836,-0.18413779287585952,1.5621275391431266,-0.24017473194153385,0.8101948014378556,-2.944654711492538,2.1942875855481616,-4.606973430632568,3.856606304688191,2.7089912709570703,294,True
LEVEL,act,vix,asset_price,a,16,0.4310547908974973,0.21155904905757852,1.4290492898040654,0.30163745503599704,0.7629284521114805,-1.9195221165291452,2.78163169832414,-3.4402272609491167,4.302336842744111,2.7089912709570703,293,True
LEVEL,act,vix,asset_price,a,17,-1.2103438618946094,-0.5940293481530758,1.652502841850577,-0.7324307294619778,0.4639057084052838,-3.928469154860146,1.507781431070927,-5.686959635699575,3.2662719119103554,2.7089912709570703,292,True
LEVEL,act,vix,asset_price,a,18,-1.9712716283832405,-0.9674880315484368,1.1184897023216807,-1.7624405698965457,0.07799488917283144,-3.8110234719549294,-0.1315197848115517,-5.0012504686280455,1.0587072118615641,2.7089912709570703,291,True
LEVEL,act,vix,asset_price,a,19,-1.4161166726953691,-0.6950213823310829,1.240347538956764,-1.1417095839819553,0.2535747557497776,-3.4563068208287344,0.6240734754379964,-4.776207328682327,1.943973983291589,2.7089912709570703,290,True
LEVEL,act,vix,asset_price,a,20,-2.730091540198451,-1.339912192790983,1.323107179678191,-2.063394093940651,0.039075200633297454,-4.906409183537656,-0.5537738968592456,-6.314377340487299,0.8541942600903965,2.7089912709570703,289,True
LEVEL,act,vix,asset_price,a,21,-3.507126699935397,-1.7212762860562003,1.4760730778187412,-2.3759844635321405,0.017502199735058684,-5.935050855630976,-1.079202544239818,-7.505795783041103,0.4915423831703092,2.7089912709570703,288,True
LEVEL,act,vix,asset_price,a,22,-2.5954520990217467,-1.273831980385315,1.272367804527258,-2.0398599286988985,0.041364278851687794,-4.688310897114689,-0.5025933009288046,-6.0422853749329,0.8513811768894071,2.7089912709570703,287,True
LEVEL,act,vix,asset_price,a,23,-2.7619737097846793,-1.355559766189973,1.49328677414733,-1.8495936330526817,0.06437214117679889,-5.218211876319579,-0.3057355432497797,-6.807274545985438,1.2833271264160793,2.7089912709570703,286,True
LEVEL,act,vix,asset_price,a,24,-3.766958227429171,-1.8488000070135955,1.4206092764065574,-2.6516497463382205,0.008009958533625298,-6.103652548207403,-1.4302639066509384,-7.615376356655174,0.08145990179683293,2.7089912709570703,285,True
LEVEL,act,us10y,asset_price,a,0,-0.02853679599582181,-0.014005684547563228,0.057430723101887036,-0.49689076603119003,0.6192660835159236,-0.12300192918840641,0.06592833719676278,-0.18968349267579732,0.13260990068415368,2.805931877160721,309,True
LEVEL,act,us10y,asset_price,a,1,0.022298086362855324,0.010943764102255848,0.05655279511029391,0.39428796259084564,0.6933684494356074,-0.0707229837885551,0.11531915651426575,-0.13638520417965733,0.18098137690536797,2.805931877160721,308,True
LEVEL,act,us10y,asset_price,a,2,0.010902502086503542,0.005350881193006934,0.0400259412527986,0.27238590137443036,0.7853253120925756,-0.05493431255530878,0.07673931672831585,-0.10140756238808638,0.12321256656109345,2.805931877160721,307,True
LEVEL,act,us10y,asset_price,a,3,-0.03896212384160696,-0.019122371548247263,0.054121963533646844,-0.7198948688804457,0.47158972750361405,-0.1279848318576613,0.05006058417444737,-0.19082466657519676,0.11290041889198282,2.805931877160721,306,True
LEVEL,act,us10y,asset_price,a,4,-0.020659558550115587,-0.010139584695744986,0.05467256737669783,-0.3778779658867998,0.7055212516263094,-0.11058792929442575,0.06926881219419458,-0.17406705815860934,0.13274794105837817,2.805931877160721,305,True
LEVEL,act,us10y,asset_price,a,5,0.07536941566326898,0.036990847201923825,0.06851998806701526,1.0999624750307122,0.27134847202271006,-0.03733593522743267,0.18807476655397062,-0.11689300307664137,0.26763183440317934,2.805931877160721,304,True
LEVEL,act,us10y,asset_price,a,6,-0.02884698667433039,-0.014157924231143048,0.05256648654297253,-0.5487714430133788,0.5831623102596455,-0.1153111627206345,0.05761718937197373,-0.1763449669355971,0.11865099358693632,2.805931877160721,303,True
LEVEL,act,us10y,asset_price,a,7,-0.04621736320975546,-0.022683198556374864,0.04525844182899475,-1.0211876799555741,0.307165528191912,-0.1206608754023497,0.028226148982838775,-0.173209467848356,0.0807747414288451,2.805931877160721,302,True
LEVEL,act,us10y,asset_price,a,8,-0.046747606087473415,-0.022943438510432675,0.04344882154533532,-1.0759234525773291,0.2819614922147454,-0.11821455779308548,0.024719345618138655,-0.16866203948659733,0.0751668273116505,2.805931877160721,301,True
LEVEL,act,us10y,asset_price,a,9,-0.10021970452976589,-0.049187216648267314,0.048884466929320004,-2.050133934664141,0.04035136272031479,-0.18062749726004718,-0.01981191179948459,-0.23738618858475397,0.036946779525222184,2.805931877160721,300,True
LEVEL,act,us10y,asset_price,a,10,0.008306270304598769,0.004076666549041994,0.05961636483074312,0.13932869486727528,0.8891904157959973,-0.08975392361291123,0.10636646422210877,-0.15897318817442666,0.1755857287836242,2.805931877160721,299,True
LEVEL,act,us10y,asset_price,a,11,-0.02856876707649023,-0.014021375757976344,0.06014428776235784,-0.47500383061099943,0.6347842429604991,-0.12749731694281757,0.07035978278983711,-0.19732954133801756,0.1401920071850371,2.805931877160721,298,True
LEVEL,act,us10y,asset_price,a,12,-0.010234765025498176,-0.005023159936614751,0.04756546239841569,-0.21517219657763856,0.8296330671344828,-0.0884729883691561,0.06800345831815974,-0.1437002122211024,0.12323068217010606,2.805931877160721,297,True
LEVEL,act,us10y,asset_price,a,13,0.07601540051506325,0.037307892607373674,0.047272829587085445,1.6080146075247852,0.10783197957691774,-0.0017414846875131035,0.15377228571763962,-0.05662893894692628,0.20865973997705278,2.805931877160721,296,True
LEVEL,act,us10y,asset_price,a,14,-0.015248833001058691,-0.007484033763375876,0.05660218912855044,-0.26940359084746246,0.7876191231853954,-0.10835114908254806,0.07785348308043069,-0.1740707197939384,0.143573053791821,2.805931877160721,295,True
LEVEL,act,us10y,asset_price,a,15,-0.062473279200593874,-0.03066150247783495,0.05042668567119335,-1.2388932242731598,0.2153850432900175,-0.14541779602199809,0.020471237620810344,-0.20396712398495906,0.07902056558377132,2.805931877160721,294,True
LEVEL,act,us10y,asset_price,a,16,0.002114213695998204,0.0010376431221158836,0.04892326340236661,0.04321489510235598,0.9655302316063307,-0.07835739355368673,0.08258582094568315,-0.13516113061943275,0.13938955801142916,2.805931877160721,293,True
LEVEL,act,us10y,asset_price,a,17,0.03384034773909604,0.016608635233016967,0.04534965684621367,0.7462095656832172,0.45554083058620176,-0.04075319980540318,0.10843389528359526,-0.09340770002399483,0.1610883955021869,2.805931877160721,292,True
LEVEL,act,us10y,asset_price,a,18,0.026358860067473767,0.012936766944419796,0.04948678674262242,0.5326444047491807,0.5942797576153691,-0.055039660592302746,0.10775738072725027,-0.11249769235190504,0.16521541248685256,2.805931877160721,291,True
LEVEL,act,us10y,asset_price,a,19,-0.1019725500278223,-0.0500475024739777,0.060999434617459956,-1.671696642228132,0.0945841566153977,-0.2023076913003405,-0.001637408755304104,-0.2731328081097344,0.0691877080540898,2.805931877160721,290,True
LEVEL,act,us10y,asset_price,a,20,-0.023705311286644173,-0.011634421468728982,0.05496014117604662,-0.4313182386251894,0.6662369905632458,-0.11410669883782941,0.06669607626454106,-0.1779197233857669,0.13050910081247857,2.805931877160721,289,True
LEVEL,act,us10y,asset_price,a,21,0.13751289906734895,0.067490487924439,0.0771181350209033,1.783146065838798,0.07456252935256776,0.01066485497448283,0.2643609431602151,-0.07887533429498819,0.3539011324296861,2.805931877160721,288,True
LEVEL,act,us10y,asset_price,a,22,0.007540408789070287,0.0037007864118611725,0.04708179574196039,0.16015550533366973,0.8727585784795583,-0.06990225370048164,0.08498307127862223,-0.12456790271726628,0.13964872029540684,2.805931877160721,287,True
LEVEL,act,us10y,asset_price,a,23,-0.08332552362085184,-0.04089565621750421,0.07515938370786147,-1.1086509695812767,0.26758078099529636,-0.20695170851216516,0.04030066127046149,-0.2942176342344945,0.12756658699279083,2.805931877160721,286,True
LEVEL,act,us10y,asset_price,a,24,0.10645790340309946,0.05224888641587776,0.04831797382977886,2.203277475544481,0.027575197546493645,0.02698190890224139,0.18593389790395753,-0.029119039605694536,0.24203484641189346,2.805931877160721,285,True
LEVEL,act,ip,real_macro,a,0,-0.1280884929268859,-0.06286504716119531,0.1615637166974622,-0.7928048174748253,0.4278915493080009,-0.39383715832046673,0.13766017246669493,-0.5899721875039693,0.3337952016501975,2.8588330599127554,309,True
LEVEL,act,ip,real_macro,a,1,0.003172537330957459,0.0015570618747551082,0.26054358195010313,0.012176609023380332,0.9902847117385583,-0.4253835184185978,0.4317285930805127,-0.7416780682960856,0.7480231429580005,2.8588330599127554,308,True
LEVEL,act,ip,real_macro,a,2,-0.4093128670115864,-0.20088824608979677,0.2102116706292788,-1.9471462539938365,0.05151720304255587,-0.755080295873684,-0.06354543814948893,-1.0102729405860598,0.19164720656288703,2.8588330599127554,307,True
LEVEL,act,ip,real_macro,a,3,0.2325621184920082,0.11414006217758246,0.17641853314939857,1.3182408579208904,0.18742303207322186,-0.05762054562023855,0.5227447826042549,-0.2717890164568068,0.7369132534408231,2.8588330599127554,306,True
LEVEL,act,ip,real_macro,a,4,0.08167590411926086,0.0400860330780959,0.22920641589177235,0.3563421372891539,0.7215843566171718,-0.29533510038086846,0.45868690861939015,-0.5735869751762503,0.736938783414772,2.8588330599127554,305,True
LEVEL,act,ip,real_macro,a,5,0.1734866709937905,0.08514619467096707,0.1121665700409748,1.5466878494226513,0.12193853444001738,-0.011010918560813238,0.3579842605483943,-0.14717882765636786,0.49415216964394887,2.8588330599127554,304,True
