measure,channel,outcome,family,battery,horizon,beta,beta_std,se,tstat,pvalue,ci_low,ci_high,ci_low_supt,ci_high_supt,supt_c,nobs,converged,rank,threshold,pvalue_adj,reject,family_size
LEVEL,act,ip,real_macro,a,6,0.10096937681641024,0.04955515121114987,0.14997689108086631,0.673232896673184,0.5007991356791044,-0.1457206564368586,0.3476594100696791,-0.32778951762850483,0.5297282712613253,2.8588330599127554,303,True,1.0,0.03333333333333333,1.0,False,3.0
LEVEL,act,cpi,real_macro,a,6,-0.015550073435180348,-0.007631880721874533,0.05832529553631038,-0.2666094237876542,0.7897698990683296,-0.11148664734109698,0.08038650047073628,-0.17883477825167027,0.14773463138130954,2.799552120826154,303,True,3.0,0.1,1.0,False,3.0
LEVEL,act,infl_exp,real_macro,a,6,-0.03571643679412779,-0.017529408241022414,0.05522925119160797,-0.6466942068473104,0.5178298731840771,-0.12656047093045808,0.055127597342202496,-0.19077405032313452,0.11934117673487896,2.807526993097592,303,True,2.0,0.05,1.0,False,3.0
LEVEL,act,freight,physical_channel,a,6,0.0004427199778970893,0.0002172842513307609,0.00384137967725293,0.11525025253783032,0.9082467682439977,-0.005875787316730069,0.006761227272524247,-0.010399785253114299,0.011285225208908477,2.822554952122083,303,True,1.0,0.1,0.9082467682439977,False,1.0
LEVEL,act,oil,asset_price,b,1,-0.04607930159406199,-0.022615438761693894,0.025059350601982493,-1.8388066923975503,0.0659436235678801,-0.08729826532078144,-0.00486033786734253,-0.11727382249483634,0.025115219306712365,2.841036147805922,308,True,1.0,0.025,0.2637744942715204,False,4.0
LEVEL,act,dxy,asset_price,b,1,1.8777436821013646e-05,9.215850888285469e-06,0.0030715085323248445,0.006113424925699582,0.9951222230218196,-0.0050334045127859,0.005070959386427927,-0.00871344528380817,0.008751000157450199,2.842975244486692,308,True,4.0,0.1,1.0,False,4.0
LEVEL,act,vix,asset_price,b,1,-1.1338991296089724,-0.5565107421444575,1.1139419889673938,-1.0179157809286628,0.3087179813430393,-2.9661706503755267,0.6983723911575821,-4.193424535800457,1.9256262765825123,2.746575168629396,308,True,2.0,0.03333333333333333,0.9261539440291179,False,4.0
LEVEL,act,us10y,asset_price,b,1,0.04593460279075884,0.022544421476019264,0.06986954147898415,0.6574338662945909,0.5109019816791724,-0.06899056592438457,0.16085977150590225,-0.15206258989039803,0.2439317954719157,2.833812681319969,308,True,3.0,0.05,1.0,False,4.0
LEVEL,act,ip,real_macro,b,1,-0.04000256135305216,-0.019633011901105616,0.300553512180487,-0.1330963030937067,0.8941172188399147,-0.5343690959561297,0.4543639732500253,-0.8916521301016184,0.8116470073955141,2.833603781802216,308,True,3.0,0.1,1.0,False,3.0
LEVEL,act,cpi,real_macro,b,1,0.03036796419201028,0.014904410673407949,0.07061672858450455,0.43003923858735554,0.667167098215959,-0.08578621794365972,0.1465221463276803,-0.167625076073594,0.22836100445761454,2.803769648273539,308,True,2.0,0.05,1.0,False,3.0
LEVEL,act,infl_exp,real_macro,b,1,-0.1029325629163832,-0.050518670914917865,0.10178119580501738,-1.0113121790548767,0.31186703875976907,-0.270347731991724,0.0644826061589576,-0.38747543840527243,0.18161031257250604,2.795633056168736,308,True,1.0,0.03333333333333333,0.9356011162793072,False,3.0
LEVEL,act,freight,physical_channel,b,1,0.0074196518563109356,0.003641519649488606,0.009328443845462817,0.7953793772280376,0.4263928524552759,-0.007924272836711717,0.02276357654933359,-0.018577402907245258,0.03341670661986713,2.7868586866394316,308,True,1.0,0.1,0.4263928524552759,False,1.0
LEVEL,act,oil,asset_price,b,2,-0.012036122873233083,-0.005907255326172376,0.030725952773909635,-0.39172496819865354,0.6952614395204211,-0.06257581773493799,0.03850357198847183,-0.099329665379688,0.07525741963322184,2.841036147805922,307,True,3.0,0.05,1.0,False,4.0
LEVEL,act,dxy,asset_price,b,2,0.005813910789767535,0.0028534317770320277,0.0030219937261102706,1.9238659364296076,0.05437138993432146,0.0008431734487504621,0.010784648130784606,-0.00277754256255806,0.01440536414209313,2.842975244486692,307,True,1.0,0.025,0.21748555973728584,False,4.0
LEVEL,act,vix,asset_price,b,2,-1.2366282221174578,-0.6069295510304287,1.2242164179531052,-1.0101385702579493,0.31242890537348667,-3.2502850373611625,0.7770285931262468,-4.599030636695883,2.1257741924609674,2.746575168629396,307,True,2.0,0.03333333333333333,0.93728671612046,False,4.0
LEVEL,act,us10y,asset_price,b,2,0.009833288671392899,0.004826117803022474,0.04884615589491264,0.20131141317544382,0.8404550788252774,-0.0705114880149912,0.09017806535777699,-0.1285875673373427,0.1482541446801285,2.833812681319969,307,True,4.0,0.1,1.0,False,4.0
LEVEL,act,ip,real_macro,b,2,-0.4464466721962375,-0.21911329004858732,0.24856099362629475,-1.7961252314088305,0.07247460246307308,-0.8552931240811101,-0.03760022031136484,-1.1507700437442228,0.2578766993517478,2.833603781802216,307,True,1.0,0.03333333333333333,0.21742380738921924,False,3.0
LEVEL,act,cpi,real_macro,b,2,-0.07332215145476115,-0.03598606247787577,0.06801284477506629,-1.0780632937389094,0.28100551106343696,-0.1851933258623164,0.038549022952794124,-0.26401450132783155,0.11737019841830926,2.803769648273539,307,True,2.0,0.05,0.5620110221268739,False,3.0
LEVEL,act,infl_exp,real_macro,b,2,0.09684345315344633,0.04753017316879151,0.1481754706972904,0.6535727721850069,0.5133870908331299,-0.14688350724823335,0.340570413555126,-0.3174007908412606,0.5110876971481533,2.795633056168736,307,True,3.0,0.1,0.5620110221268739,False,3.0
LEVEL,act,freight,physical_channel,b,2,0.005802409317994893,0.002847786925188678,0.005344235432029244,1.0857323543831372,0.27759742197093007,-0.0029880757156609773,0.014592894351650763,-0.009091219619202041,0.020696038255191826,2.7868586866394316,307,True,1.0,0.1,0.27759742197093007,False,1.0
LEVEL,act,oil,asset_price,b,6,-0.0006312284339970737,-0.00030980304605008095,0.025805395415187886,-0.02446110295312744,0.9804848097707918,-0.04307732667758576,0.041814869809591614,-0.07394528961697107,0.07268283274897692,2.841036147805922,303,True,4.0,0.1,1.0,False,4.0
LEVEL,act,dxy,asset_price,b,6,-0.003065133672276877,-0.00150434881744641,0.0033240652417531108,-0.9221039448252004,0.35647435950692885,-0.008532734441397804,0.0024024670968440494,-0.012515368865639642,0.006385101521085888,2.842975244486692,303,True,1.0,0.025,1.0,False,4.0
LEVEL,act,vix,asset_price,b,6,-0.23107961048690512,-0.1134124563362767,1.138597711010638,-0.2029510583521155,0.8391732858183362,-2.103906185081397,1.641746964107587,-3.358323810606993,2.8961645896331825,2.746575168629396,303,True,3.0,0.05,1.0,False,4.0
